"9","Adidas","ADS.DE","42861793342","240.056","Germany"
"20","Zalando","ZAL.DE","8901532278","34.1224","Germany"
"37","PUMA","PUM.DE","3833564733","25.7591","Germany"
"59","About You","YOU.DE","1265511036","7.25013","Germany"
"75","MYT Netherlands Parent (Mytheresa)","MYTE","678732096","7.92","Germany"
"124","LUDWIG BECK am Rathauseck - Textilhaus Feldmeier","ECK.DE","47110751","12.7499","Germany"
