"17","Next plc","NXT.L","15438991897","129.611","United Kingdom"
"20","JD Sports Fashion","JD.L","9035583607","1.71022","United Kingdom"
"40","Burberry","BRBY.L","3651865560","10.1841","United Kingdom"
"47","Capri Holdings","CPRI","2516843776","21.26","United Kingdom"
"74","ASOS","ASC.L","585336763","4.91442","United Kingdom"
"79","Boohoo Group","BOO.L","497297676","0.391857","United Kingdom"
"124","Perfect Moment","PMNT","14693095","0.93505","United Kingdom"
